जिला,विधानसभा,जिला पंचायत वार्ड
पीलीभीत,129. Puranpur,11-वार्ड सं0 11
पीलीभीत,127. Pilibhit,12-वार्ड सं0 12
पीलीभीत,128. Barkhera,13-वार्ड सं0 13
पीलीभीत,128. Barkhera,14-वार्ड सं0 14
पीलीभीत,128. Barkhera,15-वार्ड सं0 15
पीलीभीत,128. Barkhera,16-वार्ड सं0 16
पीलीभीत,127. Pilibhit,17-वार्ड सं0 17
पीलीभीत,127. Pilibhit,18- वार्ड सं0 18
पीलीभीत,127. Pilibhit,19-वार्ड सं0 19
पीलीभीत,127. Pilibhit,20-वार्ड सं0 20
पीलीभीत,127. Pilibhit,21-वार्ड सं0 21
पीलीभीत,127. Pilibhit,22-वार्ड सं0 22
पीलीभीत,127. Pilibhit,23-वार्ड सं0 23
पीलीभीत,128. Barkhera,24-वार्ड सं0 24
पीलीभीत,128. Barkhera,25-वार्ड सं0 25
पीलीभीत,128. Barkhera,26-वार्ड सं0 26
पीलीभीत,130. Bisalpur,27-वार्ड सं0 27
पीलीभीत,130. Bisalpur,28-वार्ड सं0 28
पीलीभीत,130. Bisalpur,29-वार्ड सं0 29
पीलीभीत,130. Bisalpur,30-वार्ड सं0 30
पीलीभीत,130. Bisalpur,31-वार्ड सं0 31
पीलीभीत,130. Bisalpur,32-वार्ड सं0 32
पीलीभीत,128. Barkhera,33-वार्ड सं0 33
पीलीभीत,130. Bisalpur,34-वार्ड सं0 34
प्रतापगढ़,249. Patti,1-आसपुरदेवसरा प्रथम
प्रतापगढ़,249. Patti,2-आसपुरदेवसरा द्वितीय
प्रतापगढ़,249. Patti,3-आसपुरदेवसरा तृतीय
प्रतापगढ़,249. Patti,4-पटटी प्रथम
प्रतापगढ़,249. Patti,5-पटटी द्वितीय
प्रतापगढ़,248. Pratapgarh,6-बाबा बेलखरनाथधाम प्रथम
प्रतापगढ़,248. Pratapgarh,7-बाबा बेलखरनाथधाम द्वितीय
प्रतापगढ़,248. Pratapgarh,8-बाबा बेलखरनाथधाम तृतीय
प्रतापगढ़,249. Patti,9-मंगरौरा प्रथम
प्रतापगढ़,249. Patti,10-मंगरौरा द्वितीय
प्रतापगढ़,249. Patti,11-मंगरौरा तृतीय
प्रतापगढ़,248. Pratapgarh,12-सदर प्रथम
प्रतापगढ़,248. Pratapgarh,13-सदर द्वितीय
प्रतापगढ़,248. Pratapgarh,14-सदर तृतीय
प्रतापगढ़,247. Vishwanathganj,15-लक्ष्मणपुर प्रथम
प्रतापगढ़,247. Vishwanathganj,16-लक्ष्मण्पुर द्वितीय
प्रतापगढ़,247. Vishwanathganj,17-लक्ष्माणपुर तृतीय
प्रतापगढ़,247. Vishwanathganj,18-सण्डवाचन्द्रिका प्रथम
प्रतापगढ़,247. Vishwanathganj,19-सण्डवाचन्द्रिका द्वितीय
प्रतापगढ़,247. Vishwanathganj,20-सण्डवाचन्द्रिका तृतीय
प्रतापगढ़,244. Rampur Khas,21-सांगीपुर प्रथम
प्रतापगढ़,248. Pratapgarh,22-सांगीपुर द्वितीय
प्रतापगढ़,248. Pratapgarh,23-सांगीपुर तृतीय
प्रतापगढ़,248. Pratapgarh,24-सांगीपुर चतुर्थ
प्रतापगढ़,244. Rampur Khas,25-लालगंज प्रथम
प्रतापगढ़,244. Rampur Khas,26-लालगंज द्वितीय
प्रतापगढ़,244. Rampur Khas,27-लालगंज तृतीय
प्रतापगढ़,244. Rampur Khas,28-रामपुरसग्रामगढ प्रथम
प्रतापगढ़,244. Rampur Khas,29-रामपुरसग्रामगढ द्वितीय
प्रतापगढ़,244. Rampur Khas,30-रामपुरसग्रामगढ तृतीय
प्रतापगढ़,246. Kunda,31-कालाकांकर प्रथम
प्रतापगढ़,246. Kunda,32-कालाकांकर द्वितीय
प्रतापगढ़,246. Kunda,33-कालाकांकर तृतीय
प्रतापगढ़,246. Kunda,34-कुण्डा प्रथम
प्रतापगढ़,246. Kunda,35-कुण्डा द्वितीय
प्रतापगढ़,246. Kunda,36-कुण्डा तृतीय
प्रतापगढ़,246. Kunda,37-कुण्डा चतुर्थ
प्रतापगढ़,246. Kunda,38-कुण्डा पंचम
प्रतापगढ़,245. Babaganj,39-बाबागंज प्रथम
प्रतापगढ़,245. Babaganj,40-बाबागंज द्वितीय
प्रतापगढ़,245. Babaganj,41-बाबागंज तृतीय
प्रतापगढ़,245. Babaganj,42-बाबागंज चतुर्थ
प्रतापगढ़,246. Kunda,43-बिहार प्रथम
प्रतापगढ़,246. Kunda,44-बिहार द्वितीय
प्रतापगढ़,246. Kunda,45-बिहार तृतीय
प्रतापगढ़,246. Kunda,46-बिहार चतुर्थ
प्रतापगढ़,246. Kunda,47-बिहार पंचम
प्रतापगढ़,247. Vishwanathganj,48-मान्धाता प्रथम
प्रतापगढ़,247. Vishwanathganj,49-मान्धाता द्वितीय
प्रतापगढ़,247. Vishwanathganj,50-मान्धाता तृतीय
प्रतापगढ़,247. Vishwanathganj,51-मान्धाता चतुर्थ
प्रतापगढ़,250. Raniganj,52-शिवगढ प्रथम
प्रतापगढ़,250. Raniganj,53-शिवगढ द्वितीय
प्रतापगढ़,250. Raniganj,54-शिवगढ तृतीय
प्रतापगढ़,250. Raniganj,55-गौरा प्रथम
प्रतापगढ़,250. Raniganj,56-गौरा द्वितीय
प्रतापगढ़,250. Raniganj,57-गौरा तृतीय
प्रयागराज,257. Pratappur,1-प्रतापपुर प्रथम
प्रयागराज,257. Pratappur,2-प्रतापपुर द्वितीय
प्रयागराज,257. Pratappur,3-प्रतापपुर तृतीय
प्रयागराज,257. Pratappur,4-प्रतापपुर चतुर्थ
प्रयागराज,258. Handia,5-धनूपुर  प्रथम
प्रयागराज,258. Handia,6-धनूपुर  द्वितीय
प्रयागराज,258. Handia,7-धनूपुर  तृतीय
प्रयागराज,258. Handia,8-धनूपुर  चतुर्थ
प्रयागराज,258. Handia,9-धनूपुर पंचम
प्रयागराज,258. Handia,10-हण्डिया  प्रथम
प्रयागराज,258. Handia,11-हण्डिया  द्वितीय
प्रयागराज,258. Handia,12-हण्डिया  तृतीय
प्रयागराज,258. Handia,13-हण्डिया चतुर्थ
प्रयागराज,257. Pratappur,14-सैदाबाद  प्रथम
प्रयागराज,257. Pratappur,15-सैदाबाद  द्वितीय
प्रयागराज,258. Handia,16-सैदाबाद  तृतीय
प्रयागराज,258. Handia,17-सैदाबाद  चतुर्थ
प्रयागराज,258. Handia,18-सैदाबाद पंचम
प्रयागराज,256. Phulpur,19-बहादुरपुर प्रथम
प्रयागराज,256. Phulpur,20-बहादुरपुर द्वितीय
प्रयागराज,256. Phulpur,21-बहादुरपुर तृतीय
प्रयागराज,256. Phulpur,22-बहादुरपुर  चतुर्थ
प्रयागराज,256. Phulpur,23-सहसों प्रथम
प्रयागराज,256. Phulpur,24-सहसों द्वितीय
प्रयागराज,255. Soraon,25-बहरिया  प्रथम
प्रयागराज,255. Soraon,26-बहरिया द्वितीय
प्रयागराज,255. Soraon,27-बहरिया  तृतीय
प्रयागराज,255. Soraon,28-बहरिया  चतुर्थ
प्रयागराज,256. Phulpur,29-फूलपुर प्रथम
प्रयागराज,256. Phulpur,30-फूलपुर द्वितीय
प्रयागराज,256. Phulpur,31-फूलपुर  तृतीय
प्रयागराज,256. Phulpur,32-फूलपुर  चतुर्थ
प्रयागराज,255. Soraon,33-सोरांव  प्रथम
प्रयागराज,255. Soraon,34-सोरांव द्वितीय
प्रयागराज,255. Soraon,35-सोरांव तृतीय
प्रयागराज,255. Soraon,36-मऊआइमा  प्रथम
प्रयागराज,255. Soraon,37-मऊआइमा द्वितीय
प्रयागराज,255. Soraon,38-मऊआइमा  तृतीय
प्रयागराज,255. Soraon,39-मऊआइमा  चतुर्थ
प्रयागराज,254. Phaphamau,40-होलागढ़  प्रथम
प्रयागराज,254. Phaphamau,41-होलागढ़ द्वितीय
प्रयागराज,254. Phaphamau,42-होलागढ़  तृतीय
प्रयागराज,254. Phaphamau,43-श्रृंगवेरपुर धाम प्रथम
प्रयागराज,254. Phaphamau,44-श्रृंगवेरपुर धाम द्वितीय
प्रयागराज,254. Phaphamau,45-श्रृंगवेरपुर धाम तृतीय
प्रयागराज,254. Phaphamau,46-कौड़िहार  प्रथम
प्रयागराज,254. Phaphamau,47-कौड़िहार  द्वितीय
प्रयागराज,261. Allahabad West,48-भगवतपुर प्रथम
